Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Sikkim,2004,Other heads of Property,6. Other Property,0.0,22,0.0,6567163
Tamil Nadu,2004,Other heads of Property,6. Other Property,53.0,76,5866565.0,8206080
Tripura,2004,Other heads of Property,6. Other Property,4.0,61,16700.0,535285
Uttar Pradesh,2004,Other heads of Property,6. Other Property,634.0,741,60031301.0,61221685
Uttarakhand,2004,Other heads of Property,6. Other Property,0.0,0,0.0,0
West Bengal,2004,Other heads of Property,6. Other Property,705.0,1495,17685307.0,46989588
Andaman & Nicobar Islands,2005,Other heads of Property,6. Other Property,0.0,0,0.0,0
Andhra Pradesh,2005,Other heads of Property,6. Other Property,104.0,192,15020857.0,23371050
Arunachal Pradesh,2005,Other heads of Property,6. Other Property,3.0,19,149500.0,1606867
Assam,2005,Other heads of Property,6. Other Property,226.0,693,4979023.0,9368936
Bihar,2005,Other heads of Property,6. Other Property,389.0,1319,5177140.0,20415292
Chandigarh,2005,Other heads of Property,6. Other Property,84.0,147,923200.0,1211990
Chhattisgarh,2005,Other heads of Property,6. Other Property,118.0,223,2473884.0,7118132
Dadra & Nagar Haveli,2005,Other heads of Property,6. Other Property,7.0,10,2903800.0,4234700
Daman & Diu,2005,Other heads of Property,6. Other Property,2.0,3,45000.0,45000
Delhi,2005,Other heads of Property,6. Other Property,2227.0,3514,8331858.0,737551655
Goa,2005,Other heads of Property,6. Other Property,5.0,38,185000.0,24694420
Gujarat,2005,Other heads of Property,6. Other Property,667.0,1214,64819027.0,779267815
Haryana,2005,Other heads of Property,6. Other Property,483.0,556,442433920.0,443888058
Himachal Pradesh,2005,Other heads of Property,6. Other Property,32.0,70,1014313.0,1515813
Jammu & Kashmir,2005,Other heads of Property,6. Other Property,0.0,0,0.0,0
Jharkhand,2005,Other heads of Property,6. Other Property,65.0,146,796738.0,3645428
Karnataka,2005,Other heads of Property,6. Other Property,121.0,347,4547720.0,922944183
Kerala,2005,Other heads of Property,6. Other Property,203.0,894,335580.0,84827700
Lakshadweep,2005,Other heads of Property,6. Other Property,0.0,0,0.0,0
Madhya Pradesh,2005,Other heads of Property,6. Other Property,242.0,646,3372675.0,14183206
Maharashtra,2005,Other heads of Property,6. Other Property,1492.0,4205,54852176.0,1942171368
Manipur,2005,Other heads of Property,6. Other Property,1.0,20,30000.0,12380292
Meghalaya,2005,Other heads of Property,6. Other Property,7.0,19,1888600.0,2048600
Mizoram,2005,Other heads of Property,6. Other Property,27.0,32,562615.0,797650
Nagaland,2005,Other heads of Property,6. Other Property,9.0,13,135535.0,1381361
Odisha,2005,Other heads of Property,6. Other Property,4.0,34,404301.0,3986000
Puducherry,2005,Other heads of Property,6. Other Property,1.0,2,15000.0,19500
Punjab,2005,Other heads of Property,6. Other Property,430.0,430,62324357.0,62324357
Rajasthan,2005,Other heads of Property,6. Other Property,303.0,678,8997411.0,14655640
Sikkim,2005,Other heads of Property,6. Other Property,0.0,0,0.0,0
Tamil Nadu,2005,Other heads of Property,6. Other Property,55.0,74,3667741.0,8564917
Tripura,2005,Other heads of Property,6. Other Property,1.0,30,5000.0,466430
Uttar Pradesh,2005,Other heads of Property,6. Other Property,478.0,398,133239605.0,58229810
Uttarakhand,2005,Other heads of Property,6. Other Property,0.0,0,0.0,0
West Bengal,2005,Other heads of Property,6. Other Property,678.0,1420,25154150.0,130840452
Andaman & Nicobar Islands,2006,Other heads of Property,6. Other Property,0.0,0,0.0,0
Andhra Pradesh,2006,Other heads of Property,6. Other Property,121.0,196,5074077.0,8118944
Arunachal Pradesh,2006,Other heads of Property,6. Other Property,5.0,16,460300.0,2521560
Assam,2006,Other heads of Property,6. Other Property,253.0,528,8789919.0,12511377
Bihar,2006,Other heads of Property,6. Other Property,369.0,831,3705035.0,15871447
Chandigarh,2006,Other heads of Property,6. Other Property,73.0,131,506830.0,1658915
Chhattisgarh,2006,Other heads of Property,6. Other Property,119.0,190,8166953.0,29934621
Dadra & Nagar Haveli,2006,Other heads of Property,6. Other Property,1.0,10,1500.0,4004100
Daman & Diu,2006,Other heads of Property,6. Other Property,0.0,3,0.0,53000
Delhi,2006,Other heads of Property,6. Other Property,2197.0,3596,11007770.0,1090188152
Goa,2006,Other heads of Property,6. Other Property,2.0,37,210000.0,62634507
Gujarat,2006,Other heads of Property,6. Other Property,722.0,1193,11501866.0,318593513
Haryana,2006,Other heads of Property,6. Other Property,557.0,669,22351111.0,24550879
Himachal Pradesh,2006,Other heads of Property,6. Other Property,33.0,54,1124739.0,3772554
Jammu & Kashmir,2006,Other heads of Property,6. Other Property,0.0,0,0.0,0
Jharkhand,2006,Other heads of Property,6. Other Property,108.0,426,4030873.0,11524001
Karnataka,2006,Other heads of Property,6. Other Property,70.0,367,16481479.0,64316165
Kerala,2006,Other heads of Property,6. Other Property,72.0,606,7654935.0,124937068
Lakshadweep,2006,Other heads of Property,6. Other Property,0.0,0,0.0,0
Madhya Pradesh,2006,Other heads of Property,6. Other Property,427.0,859,36884131.0,346561205
Maharashtra,2006,Other heads of Property,6. Other Property,1775.0,4189,173366171.0,2545626471
Manipur,2006,Other heads of Property,6. Other Property,17.0,151,819105.0,10188437
Meghalaya,2006,Other heads of Property,6. Other Property,1.0,10,2000.0,535365
Mizoram,2006,Other heads of Property,6. Other Property,8.0,14,468916.0,1563534
Nagaland,2006,Other heads of Property,6. Other Property,3.0,6,7380.0,579750
Odisha,2006,Other heads of Property,6. Other Property,10.0,93,12100.0,2004759
Puducherry,2006,Other heads of Property,6. Other Property,1.0,2,4000.0,5000
Punjab,2006,Other heads of Property,6. Other Property,711.0,715,64220875.0,64632630
Rajasthan,2006,Other heads of Property,6. Other Property,261.0,442,14847930.0,16076190
Sikkim,2006,Other heads of Property,6. Other Property,0.0,0,0.0,0
Tamil Nadu,2006,Other heads of Property,6. Other Property,135.0,160,3397030.0,5327720
Tripura,2006,Other heads of Property,6. Other Property,56.0,212,914744.0,5562719
Uttar Pradesh,2006,Other heads of Property,6. Other Property,363.0,364,460283457.0,67459510
Uttarakhand,2006,Other heads of Property,6. Other Property,0.0,0,0.0,0
West Bengal,2006,Other heads of Property,6. Other Property,744.0,1466,24807456.0,157963244
Andaman & Nicobar Islands,2007,Other heads of Property,6. Other Property,0.0,0,0.0,0
Andhra Pradesh,2007,Other heads of Property,6. Other Property,180.0,254,6778955.0,10106418
Arunachal Pradesh,2007,Other heads of Property,6. Other Property,4.0,11,337278.0,2685300
Assam,2007,Other heads of Property,6. Other Property,361.0,6004,6710027.0,19121023
Bihar,2007,Other heads of Property,6. Other Property,303.0,658,1736766.0,6726001
Chandigarh,2007,Other heads of Property,6. Other Property,84.0,193,1276650.0,2056850
Chhattisgarh,2007,Other heads of Property,6. Other Property,96.0,142,10164727.0,33859629
Dadra & Nagar Haveli,2007,Other heads of Property,6. Other Property,6.0,10,817100.0,9283740
Daman & Diu,2007,Other heads of Property,6. Other Property,2.0,6,2500000.0,14190170
Delhi,2007,Other heads of Property,6. Other Property,1103.0,3579,7430712.0,575442815
Goa,2007,Other heads of Property,6. Other Property,4.0,36,800000.0,17113459
Gujarat,2007,Other heads of Property,6. Other Property,621.0,999,97197058.0,260363423
Haryana,2007,Other heads of Property,6. Other Property,598.0,941,40616070.0,43645570
Himachal Pradesh,2007,Other heads of Property,6. Other Property,28.0,75,1924282.0,5003543
Jammu & Kashmir,2007,Other heads of Property,6. Other Property,144.0,418,16184960.0,24082304
Jharkhand,2007,Other heads of Property,6. Other Property,33.0,188,235289.0,2195421
Karnataka,2007,Other heads of Property,6. Other Property,120.0,606,20537339.0,98303525
Kerala,2007,Other heads of Property,6. Other Property,104.0,2665,8630620.0,614644393
Lakshadweep,2007,Other heads of Property,6. Other Property,0.0,4,0.0,606600
Madhya Pradesh,2007,Other heads of Property,6. Other Property,321.0,798,34272324.0,49994761
Maharashtra,2007,Other heads of Property,6. Other Property,1931.0,4578,219124280.0,3722992640
Manipur,2007,Other heads of Property,6. Other Property,0.0,336,0.0,86479455
Meghalaya,2007,Other heads of Property,6. Other Property,14.0,32,580180.0,3073649
Mizoram,2007,Other heads of Property,6. Other Property,63.0,102,261375.0,1913576
Nagaland,2007,Other heads of Property,6. Other Property,6.0,8,366020.0,378820
Odisha,2007,Other heads of Property,6. Other Property,90.0,1203,1227450.0,7112169
Puducherry,2007,Other heads of Property,6. Other Property,1.0,3,30000.0,63500
Punjab,2007,Other heads of Property,6. Other Property,953.0,938,104360606.0,87114741
Rajasthan,2007,Other heads of Property,6. Other Property,491.0,946,14702380.0,14906304
Sikkim,2007,Other heads of Property,6. Other Property,0.0,0,0.0,0
Tamil Nadu,2007,Other heads of Property,6. Other Property,89.0,102,28857230.0,29492832
Tripura,2007,Other heads of Property,6. Other Property,3.0,20,3000.0,616290
Uttar Pradesh,2007,Other heads of Property,6. Other Property,543.0,556,43181964.0,32157305
Uttarakhand,2007,Other heads of Property,6. Other Property,0.0,0,0.0,0
West Bengal,2007,Other heads of Property,6. Other Property,501.0,1889,40566051.0,183697256
Andaman & Nicobar Islands,2008,Other heads of Property,6. Other Property,0.0,0,0.0,0
Andhra Pradesh,2008,Other heads of Property,6. Other Property,462.0,663,11240147.0,15869126
Arunachal Pradesh,2008,Other heads of Property,6. Other Property,28.0,45,968788.0,3065118
Assam,2008,Other heads of Property,6. Other Property,410.0,1177,2440807.0,34446017
Bihar,2008,Other heads of Property,6. Other Property,216.0,1074,2395329.0,6880918
Chandigarh,2008,Other heads of Property,6. Other Property,105.0,220,927350.0,1843350
Chhattisgarh,2008,Other heads of Property,6. Other Property,81.0,150,2609081.0,39082066
Dadra & Nagar Haveli,2008,Other heads of Property,6. Other Property,13.0,24,43139.0,8736993
Daman & Diu,2008,Other heads of Property,6. Other Property,1.0,3,2000.0,119945
Delhi,2008,Other heads of Property,6. Other Property,833.0,2870,10692781.0,2136265505
Goa,2008,Other heads of Property,6. Other Property,1.0,70,90000.0,24862812
Gujarat,2008,Other heads of Property,6. Other Property,466.0,887,30324325.0,592715720
Haryana,2008,Other heads of Property,6. Other Property,713.0,986,77331388.0,88346009
Himachal Pradesh,2008,Other heads of Property,6. Other Property,10.0,72,508928.0,6447364
Jammu & Kashmir,2008,Other heads of Property,6. Other Property,104.0,202,2221628.0,4994228
Jharkhand,2008,Other heads of Property,6. Other Property,11.0,156,163278.0,65180831
Karnataka,2008,Other heads of Property,6. Other Property,124.0,503,13801698.0,183239049
Kerala,2008,Other heads of Property,6. Other Property,71.0,2329,12278375.0,949465280
Lakshadweep,2008,Other heads of Property,6. Other Property,0.0,0,0.0,0
Madhya Pradesh,2008,Other heads of Property,6. Other Property,261.0,569,11981693.0,30516184
Maharashtra,2008,Other heads of Property,6. Other Property,1865.0,5195,169153533.0,6869549940
Manipur,2008,Other heads of Property,6. Other Property,2.0,356,205000.0,53132017
Meghalaya,2008,Other heads of Property,6. Other Property,56.0,275,1249922.0,6725357
Mizoram,2008,Other heads of Property,6. Other Property,31.0,47,212079.0,248375
Nagaland,2008,Other heads of Property,6. Other Property,3.0,5,157000.0,290100
Odisha,2008,Other heads of Property,6. Other Property,37.0,90,328106.0,30397944
Puducherry,2008,Other heads of Property,6. Other Property,2.0,2,648000.0,648000
Punjab,2008,Other heads of Property,6. Other Property,1206.0,1110,131451059.0,123509958
Rajasthan,2008,Other heads of Property,6. Other Property,85.0,182,25080921.0,84676988
Sikkim,2008,Other heads of Property,6. Other Property,0.0,0,0.0,0
Tamil Nadu,2008,Other heads of Property,6. Other Property,98.0,105,7620130.0,9032620
Tripura,2008,Other heads of Property,6. Other Property,6.0,35,14500.0,1236670
Uttar Pradesh,2008,Other heads of Property,6. Other Property,251.0,264,28613191.0,30974385
Uttarakhand,2008,Other heads of Property,6. Other Property,0.0,0,0.0,0
West Bengal,2008,Other heads of Property,6. Other Property,762.0,2363,34482235.0,248753009
Andaman & Nicobar Islands,2009,Other heads of Property,6. Other Property,0.0,0,0.0,0
Andhra Pradesh,2009,Other heads of Property,6. Other Property,314.0,435,10791957.0,18529965
Arunachal Pradesh,2009,Other heads of Property,6. Other Property,5.0,20,24090.0,3686341
Assam,2009,Other heads of Property,6. Other Property,251.0,763,5946862.0,6131307
Bihar,2009,Other heads of Property,6. Other Property,316.0,1068,1211610.0,6238416
Chandigarh,2009,Other heads of Property,6. Other Property,88.0,234,1761715.0,3171735
Chhattisgarh,2009,Other heads of Property,6. Other Property,114.0,155,3455856.0,34430697
Dadra & Nagar Haveli,2009,Other heads of Property,6. Other Property,13.0,20,675438.0,22730924
Daman & Diu,2009,Other heads of Property,6. Other Property,0.0,0,0.0,0
Delhi,2009,Other heads of Property,6. Other Property,988.0,2345,22706337.0,5259938376
Goa,2009,Other heads of Property,6. Other Property,6.0,40,493900.0,59503271
Gujarat,2009,Other heads of Property,6. Other Property,399.0,806,12177589.0,426017436
Haryana,2009,Other heads of Property,6. Other Property,660.0,1013,36929964.0,54588481
Himachal Pradesh,2009,Other heads of Property,6. Other Property,18.0,92,3134411.0,169516316
Jammu & Kashmir,2009,Other heads of Property,6. Other Property,73.0,176,5744842.0,11205249
Jharkhand,2009,Other heads of Property,6. Other Property,54.0,247,3994020.0,11102495
Karnataka,2009,Other heads of Property,6. Other Property,370.0,883,27564698.0,120128314
Kerala,2009,Other heads of Property,6. Other Property,264.0,2365,23524130.0,1932069078
Lakshadweep,2009,Other heads of Property,6. Other Property,8.0,44,200000.0,2000000
Madhya Pradesh,2009,Other heads of Property,6. Other Property,345.0,768,12779636.0,40897249
Maharashtra,2009,Other heads of Property,6. Other Property,2112.0,5599,197492637.0,6529451820
Manipur,2009,Other heads of Property,6. Other Property,15.0,213,46864870.0,87124859
Meghalaya,2009,Other heads of Property,6. Other Property,10.0,79,54020.0,2657764
Mizoram,2009,Other heads of Property,6. Other Property,27.0,35,385847.0,2974949
Nagaland,2009,Other heads of Property,6. Other Property,11.0,235,2807050.0,10853546
Odisha,2009,Other heads of Property,6. Other Property,17.0,155,1466800.0,2005631179
Puducherry,2009,Other heads of Property,6. Other Property,2.0,2,55000.0,55000
Punjab,2009,Other heads of Property,6. Other Property,1253.0,1176,225129746.0,158140937
Rajasthan,2009,Other heads of Property,6. Other Property,93.0,163,19567565.0,20878815
Sikkim,2009,Other heads of Property,6. Other Property,0.0,0,0.0,0
Tamil Nadu,2009,Other heads of Property,6. Other Property,96.0,111,22522840.0,35680580
Tripura,2009,Other heads of Property,6. Other Property,4.0,45,80000.0,184900
Uttar Pradesh,2009,Other heads of Property,6. Other Property,195.0,222,25674264.0,32643216
Uttarakhand,2009,Other heads of Property,6. Other Property,0.0,0,0.0,0
West Bengal,2009,Other heads of Property,6. Other Property,1048.0,2263,55555560.0,233499642
Andaman & Nicobar Islands,2010,Other heads of Property,6. Other Property,0.0,0,0.0,0
Andhra Pradesh,2010,Other heads of Property,6. Other Property,96.0,840,7695160.0,19092260
Arunachal Pradesh,2010,Other heads of Property,6. Other Property,6.0,32,995920.0,22043117
Assam,2010,Other heads of Property,6. Other Property,105.0,474,4982729.0,15131265
Bihar,2010,Other heads of Property,6. Other Property,136.0,493,792981.0,7947645
Chandigarh,2010,Other heads of Property,6. Other Property,109.0,243,2512830.0,4040770
Chhattisgarh,2010,Other heads of Property,6. Other Property,101.0,183,9899802.0,39538454
Dadra & Nagar Haveli,2010,Other heads of Property,6. Other Property,9.0,18,726371.0,15700213
Daman & Diu,2010,Other heads of Property,6. Other Property,0.0,1,0.0,0
Delhi,2010,Other heads of Property,6. Other Property,1015.0,2624,41903655.0,2206442274
Goa,2010,Other heads of Property,6. Other Property,7.0,39,209800.0,42276054
Gujarat,2010,Other heads of Property,6. Other Property,344.0,720,36179589.0,1419805631
Haryana,2010,Other heads of Property,6. Other Property,725.0,1214,39807090.0,50782590
Himachal Pradesh,2010,Other heads of Property,6. Other Property,14.0,45,253281.0,6821835
Jammu & Kashmir,2010,Other heads of Property,6. Other Property,6.0,6,34400.0,48400
Jharkhand,2010,Other heads of Property,6. Other Property,96.0,428,5478349.0,9059363
Karnataka,2010,Other heads of Property,6. Other Property,380.0,964,35103094.0,241760506
Kerala,2010,Other heads of Property,6. Other Property,435.0,2590,16092319.0,1736686318
Lakshadweep,2010,Other heads of Property,6. Other Property,0.0,0,0.0,0
Madhya Pradesh,2010,Other heads of Property,6. Other Property,283.0,539,13637112.0,36911088
Maharashtra,2010,Other heads of Property,6. Other Property,2788.0,6319,639564691.0,4924287590
Manipur,2010,Other heads of Property,6. Other Property,4.0,156,520900.0,36640648
Meghalaya,2010,Other heads of Property,6. Other Property,8.0,27,2088045.0,10211350
Mizoram,2010,Other heads of Property,6. Other Property,69.0,89,3590368.0,4130193
Nagaland,2010,Other heads of Property,6. Other Property,25.0,272,3617770.0,127477897
Odisha,2010,Other heads of Property,6. Other Property,71.0,188,1739150.0,37664304
Puducherry,2010,Other heads of Property,6. Other Property,0.0,0,0.0,0
Punjab,2010,Other heads of Property,6. Other Property,1353.0,1273,275843347.0,170875500
Rajasthan,2010,Other heads of Property,6. Other Property,1462.0,1568,36603145.0,37158031
Sikkim,2010,Other heads of Property,6. Other Property,0.0,0,0.0,0
Tamil Nadu,2010,Other heads of Property,6. Other Property,139.0,153,31084802.0,32797329
Tripura,2010,Other heads of Property,6. Other Property,9.0,129,75200.0,3085108
Uttar Pradesh,2010,Other heads of Property,6. Other Property,462.0,467,41235704.0,52327343
Uttarakhand,2010,Other heads of Property,6. Other Property,0.0,0,0.0,0
West Bengal,2010,Other heads of Property,6. Other Property,457.0,1900,331606182.0,1092202860
Andaman & Nicobar Islands,2001,Robbery - Property,2. Robbery,2.0,4,2000.0,40000
Andhra Pradesh,2001,Robbery - Property,2. Robbery,293.0,622,7149310.0,22872277
Arunachal Pradesh,2001,Robbery - Property,2. Robbery,30.0,84,1436973.0,2535439
Assam,2001,Robbery - Property,2. Robbery,146.0,687,3773502.0,16336928
Bihar,2001,Robbery - Property,2. Robbery,441.0,2201,12827627.0,51594151
Chandigarh,2001,Robbery - Property,2. Robbery,15.0,22,539910.0,727030
Chhattisgarh,2001,Robbery - Property,2. Robbery,183.0,338,1697760.0,4322038
Dadra & Nagar Haveli,2001,Robbery - Property,2. Robbery,2.0,2,682575.0,682575
Daman & Diu,2001,Robbery - Property,2. Robbery,0.0,0,0.0,0
Delhi,2001,Robbery - Property,2. Robbery,262.0,624,5933935.0,66339228
Goa,2001,Robbery - Property,2. Robbery,11.0,24,640780.0,2045375
Gujarat,2001,Robbery - Property,2. Robbery,412.0,953,14124938.0,40522333
Haryana,2001,Robbery - Property,2. Robbery,276.0,391,26308703.0,38952335
Himachal Pradesh,2001,Robbery - Property,2. Robbery,13.0,26,1179562.0,1864105
Jammu & Kashmir,2001,Robbery - Property,2. Robbery,40.0,161,5111430.0,10121303
Jharkhand,2001,Robbery - Property,2. Robbery,109.0,469,2759884.0,12858130
Karnataka,2001,Robbery - Property,2. Robbery,382.0,847,11218599.0,30204787
Kerala,2001,Robbery - Property,2. Robbery,209.0,472,7242012.0,15196285
Lakshadweep,2001,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2001,Robbery - Property,2. Robbery,1003.0,1764,25960868.0,49184881
Maharashtra,2001,Robbery - Property,2. Robbery,1200.0,2175,43271048.0,153330905
Manipur,2001,Robbery - Property,2. Robbery,3.0,19,700000.0,2390134
Meghalaya,2001,Robbery - Property,2. Robbery,20.0,125,434700.0,2758872
Mizoram,2001,Robbery - Property,2. Robbery,5.0,11,588220.0,795120
Nagaland,2001,Robbery - Property,2. Robbery,17.0,71,1700680.0,8088871
Odisha,2001,Robbery - Property,2. Robbery,494.0,950,7436388.0,25937159
Puducherry,2001,Robbery - Property,2. Robbery,3.0,4,304750.0,346750
Punjab,2001,Robbery - Property,2. Robbery,80.0,131,2312303.0,11610516
Rajasthan,2001,Robbery - Property,2. Robbery,457.0,752,29511059.0,40020195
Sikkim,2001,Robbery - Property,2. Robbery,1.0,2,600.0,3600
Tamil Nadu,2001,Robbery - Property,2. Robbery,456.0,670,13196427.0,30834377
Tripura,2001,Robbery - Property,2. Robbery,6.0,63,13650.0,697030
Uttar Pradesh,2001,Robbery - Property,2. Robbery,1216.0,3090,72522868.0,180684922
Uttarakhand,2001,Robbery - Property,2. Robbery,73.0,191,2195628.0,6580931
West Bengal,2001,Robbery - Property,2. Robbery,199.0,660,8666704.0,26486786
Andaman & Nicobar Islands,2002,Robbery - Property,2. Robbery,6.0,7,39350.0,49300
Andhra Pradesh,2002,Robbery - Property,2. Robbery,294.0,635,7182440.0,19471642
Arunachal Pradesh,2002,Robbery - Property,2. Robbery,21.0,96,761480.0,2330807
Assam,2002,Robbery - Property,2. Robbery,168.0,607,3675228.0,13045262
Bihar,2002,Robbery - Property,2. Robbery,422.0,2287,12998075.0,54116436
Chandigarh,2002,Robbery - Property,2. Robbery,18.0,26,251775.0,550841
Chhattisgarh,2002,Robbery - Property,2. Robbery,182.0,326,2813675.0,8264774
Dadra & Nagar Haveli,2002,Robbery - Property,2. Robbery,0.0,1,0.0,282000
Daman & Diu,2002,Robbery - Property,2. Robbery,0.0,1,0.0,16000
Delhi,2002,Robbery - Property,2. Robbery,378.0,502,5050032.0,54816824
Goa,2002,Robbery - Property,2. Robbery,11.0,22,170410.0,410810
Gujarat,2002,Robbery - Property,2. Robbery,454.0,1069,12152390.0,50444547
Haryana,2002,Robbery - Property,2. Robbery,249.0,330,33922016.0,50342798
Himachal Pradesh,2002,Robbery - Property,2. Robbery,6.0,15,447385.0,1071889
Jammu & Kashmir,2002,Robbery - Property,2. Robbery,35.0,163,2296950.0,7267872
Jharkhand,2002,Robbery - Property,2. Robbery,181.0,780,3638064.0,32622977
Karnataka,2002,Robbery - Property,2. Robbery,481.0,972,24363079.0,41269439
Kerala,2002,Robbery - Property,2. Robbery,243.0,590,6487034.0,22038343
Lakshadweep,2002,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2002,Robbery - Property,2. Robbery,1027.0,1829,34598627.0,57782600
Maharashtra,2002,Robbery - Property,2. Robbery,1076.0,2091,45786648.0,149006609
Manipur,2002,Robbery - Property,2. Robbery,0.0,6,0.0,29590
Meghalaya,2002,Robbery - Property,2. Robbery,20.0,109,1197902.0,3251058
Mizoram,2002,Robbery - Property,2. Robbery,4.0,7,10300.0,60300
Nagaland,2002,Robbery - Property,2. Robbery,31.0,108,695100.0,8262108
Odisha,2002,Robbery - Property,2. Robbery,507.0,934,12824154.0,27674656
Puducherry,2002,Robbery - Property,2. Robbery,4.0,6,419000.0,422500
Punjab,2002,Robbery - Property,2. Robbery,85.0,110,8414860.0,22285131
Rajasthan,2002,Robbery - Property,2. Robbery,385.0,637,42233688.0,52670735
Sikkim,2002,Robbery - Property,2. Robbery,3.0,4,221000.0,340000
Tamil Nadu,2002,Robbery - Property,2. Robbery,480.0,651,16282971.0,27693907
Tripura,2002,Robbery - Property,2. Robbery,11.0,56,46994.0,563926
Uttar Pradesh,2002,Robbery - Property,2. Robbery,1003.0,2232,78069816.0,129946060
Uttarakhand,2002,Robbery - Property,2. Robbery,71.0,161,1579170.0,6573445
West Bengal,2002,Robbery - Property,2. Robbery,195.0,544,8759272.0,26993643
Andaman & Nicobar Islands,2003,Robbery - Property,2. Robbery,6.0,7,162350.0,345920
Andhra Pradesh,2003,Robbery - Property,2. Robbery,326.0,640,7626468.0,22343329
Arunachal Pradesh,2003,Robbery - Property,2. Robbery,13.0,60,229759.0,1282310
Assam,2003,Robbery - Property,2. Robbery,117.0,523,4226116.0,16001672
Bihar,2003,Robbery - Property,2. Robbery,339.0,2463,9698161.0,58856998
Chandigarh,2003,Robbery - Property,2. Robbery,8.0,12,632340.0,750340
Chhattisgarh,2003,Robbery - Property,2. Robbery,174.0,331,3282493.0,8703914
Dadra & Nagar Haveli,2003,Robbery - Property,2. Robbery,6.0,6,334000.0,337200
Daman & Diu,2003,Robbery - Property,2. Robbery,0.0,1,0.0,0
Delhi,2003,Robbery - Property,2. Robbery,350.0,441,4116700.0,40780214
Goa,2003,Robbery - Property,2. Robbery,11.0,21,79510.0,871350
Gujarat,2003,Robbery - Property,2. Robbery,508.0,1241,16642701.0,48163574
Haryana,2003,Robbery - Property,2. Robbery,216.0,281,21237086.0,35450325
Himachal Pradesh,2003,Robbery - Property,2. Robbery,8.0,17,853710.0,1817690
Jammu & Kashmir,2003,Robbery - Property,2. Robbery,43.0,154,4026030.0,10230764
Jharkhand,2003,Robbery - Property,2. Robbery,214.0,808,4350709.0,17199569
Karnataka,2003,Robbery - Property,2. Robbery,426.0,861,11495351.0,25799254
Kerala,2003,Robbery - Property,2. Robbery,263.0,574,8815820.0,15669137
Lakshadweep,2003,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2003,Robbery - Property,2. Robbery,899.0,1577,45683930.0,70386234
Maharashtra,2003,Robbery - Property,2. Robbery,1072.0,2054,35878422.0,135808903
Manipur,2003,Robbery - Property,2. Robbery,1.0,6,2600.0,1253600
Meghalaya,2003,Robbery - Property,2. Robbery,9.0,133,232500.0,962084
Mizoram,2003,Robbery - Property,2. Robbery,14.0,21,111087.0,142740
Nagaland,2003,Robbery - Property,2. Robbery,14.0,78,322326.0,917826
Odisha,2003,Robbery - Property,2. Robbery,518.0,864,11007786.0,20192140
Puducherry,2003,Robbery - Property,2. Robbery,8.0,11,296550.0,376950
Punjab,2003,Robbery - Property,2. Robbery,64.0,108,4831944.0,15369559
Rajasthan,2003,Robbery - Property,2. Robbery,342.0,579,26645352.0,64963801
Sikkim,2003,Robbery - Property,2. Robbery,1.0,3,65000.0,1857000
Tamil Nadu,2003,Robbery - Property,2. Robbery,406.0,514,20138103.0,31734288
Tripura,2003,Robbery - Property,2. Robbery,13.0,69,64820.0,920140
Uttar Pradesh,2003,Robbery - Property,2. Robbery,768.0,1526,57737540.0,116065877
Uttarakhand,2003,Robbery - Property,2. Robbery,80.0,140,3444896.0,7871942
West Bengal,2003,Robbery - Property,2. Robbery,237.0,598,8650756.0,25410123
Andaman & Nicobar Islands,2004,Robbery - Property,2. Robbery,2.0,3,62000.0,62000
Andhra Pradesh,2004,Robbery - Property,2. Robbery,275.0,563,11176441.0,22674264
Arunachal Pradesh,2004,Robbery - Property,2. Robbery,12.0,45,355334.0,953041
Assam,2004,Robbery - Property,2. Robbery,113.0,505,3026409.0,12619548
Bihar,2004,Robbery - Property,2. Robbery,417.0,2986,21554308.0,99789799
Chandigarh,2004,Robbery - Property,2. Robbery,6.0,6,213500.0,213500
Chhattisgarh,2004,Robbery - Property,2. Robbery,211.0,363,2743037.0,7373791
Dadra & Nagar Haveli,2004,Robbery - Property,2. Robbery,1.0,2,300000.0,423000
Daman & Diu,2004,Robbery - Property,2. Robbery,1.0,1,100000.0,100000
Delhi,2004,Robbery - Property,2. Robbery,394.0,461,6477132.0,447757606
Goa,2004,Robbery - Property,2. Robbery,8.0,17,428500.0,1095580
Gujarat,2004,Robbery - Property,2. Robbery,545.0,1113,29490474.0,101969124
Haryana,2004,Robbery - Property,2. Robbery,183.0,244,26742282.0,38088024
Himachal Pradesh,2004,Robbery - Property,2. Robbery,11.0,20,708452.0,1867003
Jammu & Kashmir,2004,Robbery - Property,2. Robbery,45.0,129,4988990.0,8646245
Jharkhand,2004,Robbery - Property,2. Robbery,181.0,780,3638064.0,32622977
Karnataka,2004,Robbery - Property,2. Robbery,444.0,1024,22060214.0,50277676
Kerala,2004,Robbery - Property,2. Robbery,287.0,606,5816571.0,18106829
Lakshadweep,2004,Robbery - Property,2. Robbery,0.0,0,0.0,0
Madhya Pradesh,2004,Robbery - Property,2. Robbery,957.0,1526,38859520.0,71765279
