Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Assam,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,6.0,288,294
Bihar,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3129,3129
Chandigarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,13,13
Chhattisgarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,161.0,209,370
Gujarat,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,321,326
Haryana,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,408,408
Himachal Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,64,64
Jammu & Kashmir,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,217,217
Jharkhand,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,11.0,1606,1617
Karnataka,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,1090,1091
Madhya Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2285,2285
Maharashtra,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,808,811
Manipur,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2,2
Meghalaya,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,10,11
Mizoram,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5,5
Nagaland,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,29,29
Odisha,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,700,700
Tamil Nadu,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,1763,1768
West Bengal,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,460,460
Andhra Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1424,1424
Arunachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1,1
Assam,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,209,213
Bihar,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2731,2731
Chhattisgarh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,178.0,327,505
Gujarat,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,284,285
Haryana,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,438,438
Himachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,53,53
Jammu & Kashmir,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,135,135
Jharkhand,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,60.0,760,820
Karnataka,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,16.0,1019,1035
Maharashtra,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,990,992
Manipur,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3,3
Meghalaya,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,12,12
Mizoram,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,20.0,5,25
Nagaland,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,9.0,28,37
Odisha,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,790,790
Tamil Nadu,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,1637,1640
West Bengal,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,481,481
Andhra Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1482,1482
Arunachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5,5
Assam,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,125,128
Bihar,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2635,2635
Chandigarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,14,14
Chhattisgarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,171.0,400,571
Gujarat,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,203,206
Haryana,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,501,501
Himachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,52,52
Jammu & Kashmir,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,275,275
Jharkhand,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,869,874
Karnataka,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,88.0,990,1078
Kerala,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,246,246
Madhya Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1773,1773
Maharashtra,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,782,783
Manipur,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3,3
Meghalaya,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16,16
Mizoram,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,4,9
Nagaland,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,6.0,12,18
Odisha,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,759,759
Punjab,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,606,608
Tamil Nadu,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,10.0,1316,1326
Tripura,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,18,19
West Bengal,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,405,405
Andhra Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1224,1224
Arunachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2,2
Assam,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,108,112
Chandigarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,21,21
Chhattisgarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,161.0,347,508
Daman & Diu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,4,4
Delhi,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,388,389
Goa,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16,16
Gujarat,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,12.0,189,201
Himachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,26,26
Jammu & Kashmir,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,225,225
Jharkhand,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,894,898
Karnataka,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25.0,946,971
Kerala,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,198,198
Maharashtra,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1147,1147
Manipur,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,0,0
Meghalaya,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,9,9
Mizoram,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,16,18
Nagaland,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,8.0,14,22
Odisha,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,938,938
Punjab,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,655,655
Sikkim,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,7,9
Tamil Nadu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25.0,1772,1797
Tripura,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,22,23
West Bengal,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,309,309
Andhra Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,88,90
Arunachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Assam,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,30,31
Bihar,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,253,253
Chandigarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,4,4
Chhattisgarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,15.0,29,44
Delhi,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,22,26
Gujarat,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1,1
Haryana,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,86,88
Himachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10,10
Jammu & Kashmir,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,13,13
Jharkhand,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,80,82
Karnataka,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,40,40
Kerala,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,33,34
Maharashtra,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,68,68
Meghalaya,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1,1
Mizoram,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,1,2
Nagaland,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Odisha,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,41,41
Rajasthan,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,84,84
Sikkim,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Uttar Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,7.0,1038,1045
West Bengal,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,378,382
Andaman & Nicobar Islands,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1,1
Andhra Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,112,112
Assam,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30,30
Bihar,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,250,250
Chandigarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Chhattisgarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,32.0,7,39
Daman & Diu,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Delhi,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,24,24
Gujarat,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Haryana,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,101,101
Himachal Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,4,5
Jammu & Kashmir,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,8,8
Jharkhand,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,90,91
Karnataka,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,31,31
Madhya Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,133,133
Maharashtra,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,83,83
Meghalaya,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Nagaland,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Odisha,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,37,37
Punjab,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,59,59
Tamil Nadu,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,17,17
Uttarakhand,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,43,43
West Bengal,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,391,391
Andhra Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,126,126
Arunachal Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Assam,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,23,24
Bihar,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,212,212
Chandigarh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Chhattisgarh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,22,22
Daman & Diu,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Gujarat,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,9,9
Haryana,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,93,93
Himachal Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,7,7
Jammu & Kashmir,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10,10
Jharkhand,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,96,97
Karnataka,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,42,42
Maharashtra,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,63,63
Meghalaya,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1,1
Mizoram,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,2,3
Nagaland,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,5,5
Odisha,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,97,97
Punjab,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,73,73
Tamil Nadu,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30,30
Uttarakhand,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,42,42
West Bengal,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,423,427
Andhra Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,195,195
Arunachal Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Assam,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,29,31
Bihar,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,161,161
Chandigarh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,4,4
Chhattisgarh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,3.0,30,33
Gujarat,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Himachal Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,8,8
Jharkhand,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,3.0,94,97
Karnataka,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,60,60
Kerala,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,113,113
Maharashtra,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,59,59
Manipur,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Meghalaya,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Mizoram,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,8,10
Nagaland,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,6.0,2,8
Odisha,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,74,74
Punjab,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,33.0,41,74
Tamil Nadu,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,14,14
Uttar Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1341,1341
West Bengal,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,293,295
Andhra Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,98,98
Arunachal Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Assam,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,33,34
Bihar,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,222,222
Chandigarh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Chhattisgarh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,8.0,34,42
Gujarat,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,11,11
Haryana,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,63,63
Himachal Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Jammu & Kashmir,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,14,14
Jharkhand,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,107,109
Karnataka,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,61,62
Maharashtra,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,96,96
Manipur,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Meghalaya,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Mizoram,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Nagaland,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Odisha,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,46,46
Punjab,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,65,65
Uttar Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1346,1346
West Bengal,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,300,300
Andhra Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,141,141
Arunachal Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Assam,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,66,68
Bihar,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,30.0,276,306
Chandigarh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Chhattisgarh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,8.0,14,22
Dadra & Nagar Haveli,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Gujarat,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,15,16
Himachal Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,9,9
Jammu & Kashmir,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,29,29
Jharkhand,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,74,74
Karnataka,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,58,58
Maharashtra,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,93,93
Manipur,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Meghalaya,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,2,3
Mizoram,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,7,7
Nagaland,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Odisha,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,51,51
Punjab,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,74,74
Tamil Nadu,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,23,25
Uttar Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1349,1349
Uttarakhand,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30,30
West Bengal,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,504,504
Andhra Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,119,119
Arunachal Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Assam,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,5.0,45,50
Bihar,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,241,241
Chandigarh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,7,7
Chhattisgarh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,6.0,4,10
Gujarat,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10,10
Haryana,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,57,57
Himachal Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Jammu & Kashmir,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,28,28
Jharkhand,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,133,133
Karnataka,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,73,73
Madhya Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,121,121
Maharashtra,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,41,41
Manipur,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Meghalaya,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,3,3
Mizoram,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Nagaland,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,5,5
Odisha,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,29,29
Tamil Nadu,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,19,20
Uttar Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1279,1279
West Bengal,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,308,308
Andhra Pradesh,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,102,102
Arunachal Pradesh,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Assam,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,7.0,63,70
Bihar,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,220,220
Chhattisgarh,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,8,12
Gujarat,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,12,12
Haryana,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,55,55
Himachal Pradesh,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,8,8
Jammu & Kashmir,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6,6
Jharkhand,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,5.0,124,129
Karnataka,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,6.0,55,61
Maharashtra,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,68,68
Manipur,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0,0
Meghalaya,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2,2
Mizoram,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,0,1
Nagaland,2008,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,3,5
